from_id,to_id,from_naptan,to_naptan,from_station,to_station,line_id,line,direction,line_direction,platform_direction
283,226,940GZZLUWIP,940GZZLUSFS,Wimbledon Park,Southfields,4,District,Outbound,EB,EB
226,75,940GZZLUSFS,940GZZLUEPY,Southfields,East Putney,4,District,Outbound,EB,EB
75,195,940GZZLUEPY,940GZZLUPYB,East Putney,Putney Bridge,4,District,Outbound,EB,EB
195,186,940GZZLUPYB,940GZZLUPSG,Putney Bridge,Parsons Green,4,District,Outbound,EB,EB
186,90,940GZZLUPSG,940GZZLUFBY,Parsons Green,Fulham Broadway,4,District,Outbound,EB,EB
90,268,940GZZLUFBY,940GZZLUWBN,Fulham Broadway,West Brompton,4,District,Outbound,EB,EB
268,70,940GZZLUWBN,940GZZLUECT,West Brompton,Earl's Court,4,District,Outbound,EB,EB
184,18,940GZZLUPAC,940GZZLUBWT,Paddington,Bayswater,4,District,Inbound,WB,WB
18,178,940GZZLUBWT,940GZZLUNHG,Bayswater,Notting Hill Gate,4,District,Inbound,WB,WB
178,115,940GZZLUNHG,940GZZLUHSK,Notting Hill Gate,High Street Kensington,4,District,Inbound,WB,WB
115,70,940GZZLUHSK,940GZZLUECT,High Street Kensington,Earl's Court,4,District,Inbound,WB,WB
68,69,940GZZLUEBY,940GZZLUECM,Ealing Broadway,Ealing Common,4,District,Outbound,EB,EB
69,1,940GZZLUECM,940GZZLUACT,Ealing Common,Acton Town,4,District,Outbound,EB,EB
1,51,940GZZLUACT,940GZZLUCWP,Acton Town,Chiswick Park,4,District,Outbound,EB,EB
51,249,940GZZLUCWP,940GZZLUTNG,Chiswick Park,Turnham Green,4,District,Outbound,EB,EB
203,134,940GZZLURMD,940GZZLUKWG,Richmond,Kew Gardens,4,District,Outbound,EB,EB
134,102,940GZZLUKWG,940GZZLUGBY,Kew Gardens,Gunnersbury,4,District,Outbound,EB,EB
102,249,940GZZLUGBY,940GZZLUTNG,Gunnersbury,Turnham Green,4,District,Outbound,EB,EB
249,229,940GZZLUTNG,940GZZLUSFB,Turnham Green,Stamford Brook,4,District,Outbound,EB,EB
229,199,940GZZLUSFB,940GZZLURVP,Stamford Brook,Ravenscourt Park,4,District,Outbound,EB,EB
199,104,940GZZLURVP,940GZZLUHSD,Ravenscourt Park,Hammersmith,4,District,Outbound,EB,EB
104,17,940GZZLUHSD,940GZZLUBSC,Hammersmith,Barons Court,4,District,Outbound,EB,EB
17,273,940GZZLUBSC,940GZZLUWKN,Barons Court,West Kensington,4,District,Outbound,EB,EB
273,70,940GZZLUWKN,940GZZLUECT,West Kensington,Earl's Court,4,District,Outbound,EB,EB
70,93,940GZZLUECT,940GZZLUGTR,Earl's Court,Gloucester Road,4,District,Outbound,EB,EB
93,220,940GZZLUGTR,940GZZLUSKS,Gloucester Road,South Kensington,4,District,Outbound,EB,EB
220,216,940GZZLUSKS,940GZZLUSSQ,South Kensington,Sloane Square,4,District,Outbound,EB,EB
216,257,940GZZLUSSQ,940GZZLUVIC,Sloane Square,Victoria,4,District,Outbound,EB,EB
277,81,940GZZLUWSM,940GZZLUEMB,Westminster,Embankment,4,District,Outbound,EB,EB
81,239,940GZZLUEMB,940GZZLUTMP,Embankment,Temple,4,District,Outbound,EB,EB
239,24,940GZZLUTMP,940GZZLUBKF,Temple,Blackfriars,4,District,Outbound,EB,EB
24,153,940GZZLUBKF,940GZZLUMSH,Blackfriars,Mansion House,4,District,Outbound,EB,EB
153,43,940GZZLUMSH,940GZZLUCST,Mansion House,Cannon Street,4,District,Outbound,EB,EB
43,158,940GZZLUCST,940GZZLUMMT,Cannon Street,Monument,4,District,Outbound,EB,EB
158,247,940GZZLUMMT,940GZZLUTWH,Monument,Tower Hill,4,District,Outbound,EB,EB
247,3,940GZZLUTWH,940GZZLUADE,Tower Hill,Aldgate East,4,District,Outbound,EB,EB
3,279,940GZZLUADE,940GZZLUWPL,Aldgate East,Whitechapel,4,District,Outbound,EB,EB
279,231,940GZZLUWPL,940GZZLUSGN,Whitechapel,Stepney Green,4,District,Outbound,EB,EB
231,156,940GZZLUSGN,940GZZLUMED,Stepney Green,Mile End,4,District,Outbound,EB,EB
156,32,940GZZLUMED,940GZZLUBWR,Mile End,Bow Road,4,District,Outbound,EB,EB
32,35,940GZZLUBWR,940GZZLUBBB,Bow Road,Bromley-By-Bow,4,District,Outbound,EB,EB
35,270,940GZZLUBBB,940GZZLUWHM,Bromley-By-Bow,West Ham,4,District,Outbound,EB,EB
270,190,940GZZLUWHM,940GZZLUPLW,West Ham,Plaistow,4,District,Outbound,EB,EB
190,254,940GZZLUPLW,940GZZLUUPK,Plaistow,Upton Park,4,District,Outbound,EB,EB
254,73,940GZZLUUPK,940GZZLUEHM,Upton Park,East Ham,4,District,Outbound,EB,EB
73,15,940GZZLUEHM,940GZZLUBKG,East Ham,Barking,4,District,Outbound,EB,EB
15,253,940GZZLUBKG,940GZZLUUPY,Barking,Upney,4,District,Outbound,EB,EB
253,21,940GZZLUUPY,940GZZLUBEC,Upney,Becontree,4,District,Outbound,EB,EB
21,63,940GZZLUBEC,940GZZLUDGY,Becontree,Dagenham Heathway,4,District,Outbound,EB,EB
63,62,940GZZLUDGY,940GZZLUDGE,Dagenham Heathway,Dagenham East,4,District,Outbound,EB,EB
62,79,940GZZLUDGE,940GZZLUEPK,Dagenham East,Elm Park,4,District,Outbound,EB,EB
79,122,940GZZLUEPK,940GZZLUHCH,Elm Park,Hornchurch,4,District,Outbound,EB,EB
122,252,940GZZLUHCH,940GZZLUUPB,Hornchurch,Upminster Bridge,4,District,Outbound,EB,EB
252,251,940GZZLUUPB,940GZZLUUPM,Upminster Bridge,Upminster,4,District,Outbound,EB,EB
6,45,940GZZLUAMS,940GZZLUCAL,Amersham,Chalfont & Latimer,7,Metropolitan,Outbound,SB,SB
49,45,940GZZLUCSM,940GZZLUCAL,Chesham,Chalfont & Latimer,7,Metropolitan,Outbound,SB,SB
45,52,940GZZLUCAL,940GZZLUCYD,Chalfont & Latimer,Chorleywood,7,Metropolitan,Outbound,SB,SB
52,204,940GZZLUCYD,940GZZLURKW,Chorleywood,Rickmansworth,7,Metropolitan,Outbound,SB,SB
204,159,940GZZLURKW,940GZZLUMPK,Rickmansworth,Moor Park,7,Metropolitan,Outbound,SB,SB
264,60,940GZZLUWAF,940GZZLUCXY,Watford,Croxley,7,Metropolitan,Outbound,SB,SB
60,159,940GZZLUCXY,940GZZLUMPK,Croxley,Moor Park,7,Metropolitan,Outbound,SB,SB
159,176,940GZZLUMPK,940GZZLUNOW,Moor Park,Northwood,7,Metropolitan,Outbound,SB,SB
176,177,940GZZLUNOW,940GZZLUNWH,Northwood,Northwood Hills,7,Metropolitan,Outbound,SB,SB
177,189,940GZZLUNWH,940GZZLUPNR,Northwood Hills,Pinner,7,Metropolitan,Outbound,SB,SB
189,171,940GZZLUPNR,940GZZLUNHA,Pinner,North Harrow,7,Metropolitan,Outbound,SB,SB
171,109,940GZZLUNHA,940GZZLUHOH,North Harrow,Harrow-On-The-Hill,7,Metropolitan,Outbound,SB,SB
255,118,940GZZLUUXB,940GZZLUHGD,Uxbridge,Hillingdon,7,Metropolitan,Outbound,SB,EB
118,127,940GZZLUHGD,940GZZLUICK,Hillingdon,Ickenham,7,Metropolitan,Outbound,SB,EB
127,210,940GZZLUICK,940GZZLURSP,Ickenham,Ruislip,7,Metropolitan,Outbound,SB,EB
210,212,940GZZLURSP,940GZZLURSM,Ruislip,Ruislip Manor,7,Metropolitan,Outbound,SB,EB
212,76,940GZZLURSM,940GZZLUEAE,Ruislip Manor,Eastcote,7,Metropolitan,Outbound,SB,EB
76,200,940GZZLUEAE,940GZZLURYL,Eastcote,Rayners Lane,7,Metropolitan,Outbound,SB,EB
200,271,940GZZLURYL,940GZZLUWHW,Rayners Lane,West Harrow,7,Metropolitan,Outbound,SB,EB
271,109,940GZZLUWHW,940GZZLUHOH,West Harrow,Harrow-On-The-Hill,7,Metropolitan,Outbound,SB,EB
109,175,940GZZLUHOH,940GZZLUNKP,Harrow-On-The-Hill,Northwick Park,7,Metropolitan,Outbound,SB,SB
175,192,940GZZLUNKP,940GZZLUPRD,Northwick Park,Preston Road,7,Metropolitan,Outbound,SB,SB
192,266,940GZZLUPRD,940GZZLUWYP,Preston Road,Wembley Park,7,Metropolitan,Outbound,SB,SB
266,88,940GZZLUWYP,940GZZLUFYR,Wembley Park,Finchley Road,7,Metropolitan,Outbound,SB,SB
88,11,940GZZLUFYR,940GZZLUBST,Finchley Road,Baker Street,7,Metropolitan,Outbound,SB,SB
11,98,940GZZLUBST,940GZZLUGPS,Baker Street,Great Portland Street,7,Metropolitan,Outbound,SB,SB
98,84,940GZZLUGPS,940GZZLUESQ,Great Portland Street,Euston Square,7,Metropolitan,Outbound,SB,EB
86,14,940GZZLUFCN,940GZZLUBBN,Farringdon,Barbican,7,Metropolitan,Outbound,SB,EB
14,160,940GZZLUBBN,940GZZLUMGT,Barbican,Moorgate,7,Metropolitan,Outbound,SB,EB
160,148,940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,7,Metropolitan,Outbound,SB,EB
148,2,940GZZLULVT,940GZZLUALD,Liverpool Street,Aldgate,7,Metropolitan,Outbound,SB,EB
2,148,940GZZLUALD,940GZZLULVT,Aldgate,Liverpool Street,7,Metropolitan,Inbound,NB,NB
148,160,940GZZLULVT,940GZZLUMGT,Liverpool Street,Moorgate,7,Metropolitan,Inbound,NB,WB
160,14,940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,7,Metropolitan,Inbound,NB,WB
14,86,940GZZLUBBN,940GZZLUFCN,Barbican,Farringdon,7,Metropolitan,Inbound,NB,WB
84,98,940GZZLUESQ,940GZZLUGPS,Euston Square,Great Portland Street,7,Metropolitan,Inbound,NB,WB
98,11,940GZZLUGPS,940GZZLUBST,Great Portland Street,Baker Street,7,Metropolitan,Inbound,NB,WB
11,88,940GZZLUBST,940GZZLUFYR,Baker Street,Finchley Road,7,Metropolitan,Inbound,NB,NB
88,266,940GZZLUFYR,940GZZLUWYP,Finchley Road,Wembley Park,7,Metropolitan,Inbound,NB,NB
266,192,940GZZLUWYP,940GZZLUPRD,Wembley Park,Preston Road,7,Metropolitan,Inbound,NB,NB
192,175,940GZZLUPRD,940GZZLUNKP,Preston Road,Northwick Park,7,Metropolitan,Inbound,NB,NB
175,109,940GZZLUNKP,940GZZLUHOH,Northwick Park,Harrow-On-The-Hill,7,Metropolitan,Inbound,NB,NB
109,271,940GZZLUHOH,940GZZLUWHW,Harrow-On-The-Hill,West Harrow,7,Metropolitan,Inbound,NB,NB
271,200,940GZZLUWHW,940GZZLURYL,West Harrow,Rayners Lane,7,Metropolitan,Inbound,NB,WB
200,76,940GZZLURYL,940GZZLUEAE,Rayners Lane,Eastcote,7,Metropolitan,Inbound,NB,WB
76,212,940GZZLUEAE,940GZZLURSM,Eastcote,Ruislip Manor,7,Metropolitan,Inbound,NB,WB
212,210,940GZZLURSM,940GZZLURSP,Ruislip Manor,Ruislip,7,Metropolitan,Inbound,NB,WB
210,127,940GZZLURSP,940GZZLUICK,Ruislip,Ickenham,7,Metropolitan,Inbound,NB,WB
127,118,940GZZLUICK,940GZZLUHGD,Ickenham,Hillingdon,7,Metropolitan,Inbound,NB,WB
118,255,940GZZLUHGD,940GZZLUUXB,Hillingdon,Uxbridge,7,Metropolitan,Inbound,NB,WB
109,171,940GZZLUHOH,940GZZLUNHA,Harrow-On-The-Hill,North Harrow,7,Metropolitan,Inbound,NB,NB
171,189,940GZZLUNHA,940GZZLUPNR,North Harrow,Pinner,7,Metropolitan,Inbound,NB,NB
189,177,940GZZLUPNR,940GZZLUNWH,Pinner,Northwood Hills,7,Metropolitan,Inbound,NB,NB
177,176,940GZZLUNWH,940GZZLUNOW,Northwood Hills,Northwood,7,Metropolitan,Inbound,NB,NB
176,159,940GZZLUNOW,940GZZLUMPK,Northwood,Moor Park,7,Metropolitan,Inbound,NB,NB
159,60,940GZZLUMPK,940GZZLUCXY,Moor Park,Croxley,7,Metropolitan,Inbound,NB,NB
60,264,940GZZLUCXY,940GZZLUWAF,Croxley,Watford,7,Metropolitan,Inbound,NB,NB
159,204,940GZZLUMPK,940GZZLURKW,Moor Park,Rickmansworth,7,Metropolitan,Inbound,NB,NB
204,52,940GZZLURKW,940GZZLUCYD,Rickmansworth,Chorleywood,7,Metropolitan,Inbound,NB,NB
52,45,940GZZLUCYD,940GZZLUCAL,Chorleywood,Chalfont & Latimer,7,Metropolitan,Inbound,NB,NB
45,49,940GZZLUCAL,940GZZLUCSM,Chalfont & Latimer,Chesham,7,Metropolitan,Inbound,NB,NB
45,6,940GZZLUCAL,940GZZLUAMS,Chalfont & Latimer,Amersham,7,Metropolitan,Inbound,NB,NB
13,263,940GZZLUBNK,940GZZLUWLO,Bank,Waterloo,11,Waterloo & City,Inbound,WB,WB
263,13,940GZZLUWLO,940GZZLUBNK,Waterloo,Bank,11,Waterloo & City,Outbound,EB,EB
104,95,940GZZLUHSC,940GZZLUGHK,Hammersmith,Goldhawk Road,5,Hammersmith & City,Outbound,EB,EB
142,139,940GZZLULRD,940GZZLULAD,Latimer Road,Ladbroke Grove,5,Hammersmith & City,Outbound,EB,EB
139,275,940GZZLULAD,940GZZLUWSP,Ladbroke Grove,Westbourne Park,5,Hammersmith & City,Outbound,EB,EB
275,208,940GZZLUWSP,940GZZLURYO,Westbourne Park,Royal Oak,5,Hammersmith & City,Outbound,EB,EB
208,184,940GZZLURYO,940GZZLUPAH,Royal Oak,Paddington,5,Hammersmith & City,Outbound,EB,EB
11,98,940GZZLUBST,940GZZLUGPS,Baker Street,Great Portland Street,5,Hammersmith & City,Outbound,EB,EB
98,84,940GZZLUGPS,940GZZLUESQ,Great Portland Street,Euston Square,5,Hammersmith & City,Outbound,EB,EB
86,14,940GZZLUFCN,940GZZLUBBN,Farringdon,Barbican,5,Hammersmith & City,Outbound,EB,EB
14,160,940GZZLUBBN,940GZZLUMGT,Barbican,Moorgate,5,Hammersmith & City,Outbound,EB,EB
160,148,940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,5,Hammersmith & City,Outbound,EB,EB
148,3,940GZZLULVT,940GZZLUADE,Liverpool Street,Aldgate East,5,Hammersmith & City,Outbound,EB,EB
3,279,940GZZLUADE,940GZZLUWPL,Aldgate East,Whitechapel,5,Hammersmith & City,Outbound,EB,EB
279,231,940GZZLUWPL,940GZZLUSGN,Whitechapel,Stepney Green,5,Hammersmith & City,Outbound,EB,EB
231,156,940GZZLUSGN,940GZZLUMED,Stepney Green,Mile End,5,Hammersmith & City,Outbound,EB,EB
156,32,940GZZLUMED,940GZZLUBWR,Mile End,Bow Road,5,Hammersmith & City,Outbound,EB,EB
32,35,940GZZLUBWR,940GZZLUBBB,Bow Road,Bromley-By-Bow,5,Hammersmith & City,Outbound,EB,EB
35,270,940GZZLUBBB,940GZZLUWHM,Bromley-By-Bow,West Ham,5,Hammersmith & City,Outbound,EB,EB
270,190,940GZZLUWHM,940GZZLUPLW,West Ham,Plaistow,5,Hammersmith & City,Outbound,EB,EB
190,254,940GZZLUPLW,940GZZLUUPK,Plaistow,Upton Park,5,Hammersmith & City,Outbound,EB,EB
254,73,940GZZLUUPK,940GZZLUEHM,Upton Park,East Ham,5,Hammersmith & City,Outbound,EB,EB
73,15,940GZZLUEHM,940GZZLUBKG,East Ham,Barking,5,Hammersmith & City,Outbound,EB,EB
15,73,940GZZLUBKG,940GZZLUEHM,Barking,East Ham,5,Hammersmith & City,Inbound,WB,WB
73,254,940GZZLUEHM,940GZZLUUPK,East Ham,Upton Park,5,Hammersmith & City,Inbound,WB,WB
254,190,940GZZLUUPK,940GZZLUPLW,Upton Park,Plaistow,5,Hammersmith & City,Inbound,WB,WB
190,270,940GZZLUPLW,940GZZLUWHM,Plaistow,West Ham,5,Hammersmith & City,Inbound,WB,WB
270,35,940GZZLUWHM,940GZZLUBBB,West Ham,Bromley-By-Bow,5,Hammersmith & City,Inbound,WB,WB
35,32,940GZZLUBBB,940GZZLUBWR,Bromley-By-Bow,Bow Road,5,Hammersmith & City,Inbound,WB,WB
32,156,940GZZLUBWR,940GZZLUMED,Bow Road,Mile End,5,Hammersmith & City,Inbound,WB,WB
156,231,940GZZLUMED,940GZZLUSGN,Mile End,Stepney Green,5,Hammersmith & City,Inbound,WB,WB
231,279,940GZZLUSGN,940GZZLUWPL,Stepney Green,Whitechapel,5,Hammersmith & City,Inbound,WB,WB
279,3,940GZZLUWPL,940GZZLUADE,Whitechapel,Aldgate East,5,Hammersmith & City,Inbound,WB,WB
3,148,940GZZLUADE,940GZZLULVT,Aldgate East,Liverpool Street,5,Hammersmith & City,Inbound,WB,WB
148,160,940GZZLULVT,940GZZLUMGT,Liverpool Street,Moorgate,5,Hammersmith & City,Inbound,WB,WB
160,14,940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,5,Hammersmith & City,Inbound,WB,WB
14,86,940GZZLUBBN,940GZZLUFCN,Barbican,Farringdon,5,Hammersmith & City,Inbound,WB,WB
84,98,940GZZLUESQ,940GZZLUGPS,Euston Square,Great Portland Street,5,Hammersmith & City,Inbound,WB,WB
98,11,940GZZLUGPS,940GZZLUBST,Great Portland Street,Baker Street,5,Hammersmith & City,Inbound,WB,WB
184,208,940GZZLUPAH,940GZZLURYO,Paddington,Royal Oak,5,Hammersmith & City,Inbound,WB,WB
208,275,940GZZLURYO,940GZZLUWSP,Royal Oak,Westbourne Park,5,Hammersmith & City,Inbound,WB,WB
275,139,940GZZLUWSP,940GZZLULAD,Westbourne Park,Ladbroke Grove,5,Hammersmith & City,Inbound,WB,WB
139,142,940GZZLULAD,940GZZLULRD,Ladbroke Grove,Latimer Road,5,Hammersmith & City,Inbound,WB,WB
95,104,940GZZLUGHK,940GZZLUHSC,Goldhawk Road,Hammersmith,5,Hammersmith & City,Inbound,WB,WB
104,95,940GZZLUHSC,940GZZLUGHK,Hammersmith,Goldhawk Road,3,Circle,Outbound,EB,EB
142,139,940GZZLULRD,940GZZLULAD,Latimer Road,Ladbroke Grove,3,Circle,Outbound,EB,EB
139,275,940GZZLULAD,940GZZLUWSP,Ladbroke Grove,Westbourne Park,3,Circle,Outbound,Eb,EB
275,208,940GZZLUWSP,940GZZLURYO,Westbourne Park,Royal Oak,3,Circle,Outbound,EB,EB
208,184,940GZZLURYO,940GZZLUPAH,Royal Oak,Paddington,3,Circle,Outbound,EB,EB
11,98,940GZZLUBST,940GZZLUGPS,Baker Street,Great Portland Street,3,Circle,Outbound,OR,EB
98,84,940GZZLUGPS,940GZZLUESQ,Great Portland Street,Euston Square,3,Circle,Outbound,OR,EB
86,14,940GZZLUFCN,940GZZLUBBN,Farringdon,Barbican,3,Circle,Outbound,OR,EB
14,160,940GZZLUBBN,940GZZLUMGT,Barbican,Moorgate,3,Circle,Outbound,OR,EB
160,148,940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,3,Circle,Outbound,OR,EB
148,2,940GZZLULVT,940GZZLUALD,Liverpool Street,Aldgate,3,Circle,Outbound,OR,EB
2,247,940GZZLUALD,940GZZLUTWH,Aldgate,Tower Hill,3,Circle,Outbound,OR,SB
247,158,940GZZLUTWH,940GZZLUMMT,Tower Hill,Monument,3,Circle,Outbound,OR,WB
158,43,940GZZLUMMT,940GZZLUCST,Monument,Cannon Street,3,Circle,Outbound,OR,WB
43,153,940GZZLUCST,940GZZLUMSH,Cannon Street,Mansion House,3,Circle,Outbound,OR,WB
153,24,940GZZLUMSH,940GZZLUBKF,Mansion House,Blackfriars,3,Circle,Outbound,OR,WB
24,239,940GZZLUBKF,940GZZLUTMP,Blackfriars,Temple,3,Circle,Outbound,OR,WB
239,81,940GZZLUTMP,940GZZLUEMB,Temple,Embankment,3,Circle,Outbound,OR,WB
81,277,940GZZLUEMB,940GZZLUWSM,Embankment,Westminster,3,Circle,Outbound,OR,WB
257,216,940GZZLUVIC,940GZZLUSSQ,Victoria,Sloane Square,3,Circle,Outbound,OR,WB
216,220,940GZZLUSSQ,940GZZLUSKS,Sloane Square,South Kensington,3,Circle,Outbound,OR,WB
220,93,940GZZLUSKS,940GZZLUGTR,South Kensington,Gloucester Road,3,Circle,Outbound,OR,WB
93,115,940GZZLUGTR,940GZZLUHSK,Gloucester Road,High Street Kensington,3,Circle,Outbound,OR,WB
115,178,940GZZLUHSK,940GZZLUNHG,High Street Kensington,Notting Hill Gate,3,Circle,Outbound,OR,WB
178,18,940GZZLUNHG,940GZZLUBWT,Notting Hill Gate,Bayswater,3,Circle,Outbound,OR,WB
18,184,940GZZLUBWT,940GZZLUPAH,Bayswater,Paddington,3,Circle,Outbound,OR,WB
184,18,940GZZLUPAC,940GZZLUBWT,Paddington,Bayswater,3,Circle,Inbound,IR,WB
18,178,940GZZLUBWT,940GZZLUNHG,Bayswater,Notting Hill Gate,3,Circle,Inbound,IR,EB
178,115,940GZZLUNHG,940GZZLUHSK,Notting Hill Gate,High Street Kensington,3,Circle,Inbound,IR,EB
115,93,940GZZLUHSK,940GZZLUGTR,High Street Kensington,Gloucester Road,3,Circle,Inbound,IR,EB
93,220,940GZZLUGTR,940GZZLUSKS,Gloucester Road,South Kensington,3,Circle,Inbound,IR,EB
220,216,940GZZLUSKS,940GZZLUSSQ,South Kensington,Sloane Square,3,Circle,Inbound,IR,EB
216,257,940GZZLUSSQ,940GZZLUVIC,Sloane Square,Victoria,3,Circle,Inbound,IR,EB
277,81,940GZZLUWSM,940GZZLUEMB,Westminster,Embankment,3,Circle,Inbound,IR,EB
81,239,940GZZLUEMB,940GZZLUTMP,Embankment,Temple,3,Circle,Inbound,IR,EB
239,24,940GZZLUTMP,940GZZLUBKF,Temple,Blackfriars,3,Circle,Inbound,IR,EB
24,153,940GZZLUBKF,940GZZLUMSH,Blackfriars,Mansion House,3,Circle,Inbound,IR,EB
153,43,940GZZLUMSH,940GZZLUCST,Mansion House,Cannon Street,3,Circle,Inbound,IR,EB
43,158,940GZZLUCST,940GZZLUMMT,Cannon Street,Monument,3,Circle,Inbound,IR,EB
158,247,940GZZLUMMT,940GZZLUTWH,Monument,Tower Hill,3,Circle,Inbound,IR,EB
247,2,940GZZLUTWH,940GZZLUALD,Tower Hill,Aldgate,3,Circle,Inbound,IR,EB
2,148,940GZZLUALD,940GZZLULVT,Aldgate,Liverpool Street,3,Circle,Inbound,IR,NB
148,160,940GZZLULVT,940GZZLUMGT,Liverpool Street,Moorgate,3,Circle,Inbound,IR,WB
160,14,940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,3,Circle,Inbound,IR,WB
14,86,940GZZLUBBN,940GZZLUFCN,Barbican,Farringdon,3,Circle,Inbound,IR,WB
84,98,940GZZLUESQ,940GZZLUGPS,Euston Square,Great Portland Street,3,Circle,Inbound,IR,WB
98,11,940GZZLUGPS,940GZZLUBST,Great Portland Street,Baker Street,3,Circle,Inbound,IR,WB
208,275,940GZZLURYO,940GZZLUWSP,Royal Oak,Westbourne Park,3,Circle,Inbound,WB,WB
275,139,940GZZLUWSP,940GZZLULAD,Westbourne Park,Ladbroke Grove,3,Circle,Inbound,WB,WB
139,142,940GZZLULAD,940GZZLULRD,Ladbroke Grove,Latimer Road,3,Circle,Inbound,WB,WB
95,104,940GZZLUGHK,940GZZLUHSC,Goldhawk Road,Hammersmith,3,Circle,Inbound,WB,WB
